tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,source_file,retired,defaulted,winner_unranked,loser_unranked,has_serve_stats
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,2.0,B678,,,Michael Berrer,L,193.0,GER,30.505,58.0,835.0,SC56,,,Dudi Sela,R,175.0,ISR,25.747,75.0,643.0,1-6 7-6(3) 6-2,3,R32,152.0,9.0,3.0,99.0,54.0,34.0,28.0,13.0,8.0,10.0,16.0,4.0,103.0,59.0,42.0,20.0,14.0,3.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,1.0,SA49,1.0,,Robin Soderling,R,193.0,SWE,26.385,5.0,5580.0,H940,,Q,Ryan Harrison,R,185.0,USA,18.656,173.0,309.0,6-2 6-4,3,R32,66.0,8.0,3.0,52.0,32.0,26.0,13.0,9.0,1.0,1.0,4.0,1.0,50.0,27.0,16.0,12.0,9.0,1.0,4.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,31.0,SA49,1.0,,Robin Soderling,R,193.0,SWE,26.385,5.0,5580.0,R485,2.0,,Andy Roddick,R,188.0,USA,28.342,8.0,3665.0,6-3 7-5,3,F,95.0,16.0,2.0,54.0,39.0,35.0,9.0,11.0,0.0,0.0,12.0,1.0,67.0,44.0,33.0,9.0,10.0,8.0,10.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,30.0,R485,2.0,,Andy Roddick,R,188.0,USA,28.342,8.0,3665.0,A678,,,Kevin Anderson,R,203.0,RSA,24.627,61.0,813.0,6-2 4-6 6-2,3,SF,113.0,15.0,1.0,70.0,47.0,41.0,9.0,13.0,0.0,1.0,13.0,4.0,82.0,53.0,33.0,16.0,13.0,5.0,9.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,29.0,SA49,1.0,,Robin Soderling,R,193.0,SWE,26.385,5.0,5580.0,S694,,,Radek Stepanek,R,185.0,CZE,32.099,62.0,795.0,6-3 7-5,3,SF,82.0,7.0,1.0,55.0,36.0,31.0,12.0,11.0,0.0,1.0,9.0,3.0,64.0,39.0,27.0,9.0,10.0,2.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,28.0,R485,2.0,,Andy Roddick,R,188.0,USA,28.342,8.0,3665.0,B837,5.0,,Marcos Baghdatis,R,178.0,CYP,25.544,20.0,1785.0,6-2 6-3,3,QF,74.0,7.0,0.0,48.0,31.0,24.0,10.0,9.0,3.0,4.0,3.0,0.0,49.0,19.0,15.0,10.0,8.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,27.0,A678,,,Kevin Anderson,R,203.0,RSA,24.627,61.0,813.0,G725,,,Santiago Giraldo,R,188.0,COL,23.099,64.0,785.0,2-6 6-3 6-4,3,QF,114.0,12.0,3.0,82.0,54.0,41.0,10.0,14.0,6.0,10.0,3.0,1.0,70.0,46.0,34.0,11.0,13.0,3.0,7.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,26.0,S694,,,Radek Stepanek,R,185.0,CZE,32.099,62.0,795.0,MB02,7.0,,Florian Mayer,R,191.0,GER,27.244,37.0,1128.0,6-3 6-3,3,QF,83.0,3.0,0.0,50.0,24.0,20.0,16.0,9.0,1.0,2.0,1.0,2.0,71.0,43.0,27.0,11.0,9.0,9.0,13.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,25.0,SA49,1.0,,Robin Soderling,R,193.0,SWE,26.385,5.0,5580.0,E690,,Q,Matthew Ebden,R,188.0,AUS,23.102,196.0,263.0,6-3 6-2,3,QF,72.0,9.0,3.0,55.0,39.0,30.0,7.0,9.0,0.0,0.0,5.0,3.0,60.0,39.0,25.0,9.0,8.0,3.0,6.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,24.0,R485,2.0,,Andy Roddick,R,188.0,USA,28.342,8.0,3665.0,D801,,,Alexandr Dolgopolov,R,180.0,UKR,22.152,48.0,940.0,6-4 6-1,3,R16,57.0,15.0,1.0,42.0,30.0,26.0,8.0,9.0,2.0,3.0,7.0,3.0,56.0,33.0,21.0,9.0,8.0,7.0,11.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,23.0,B837,5.0,,Marcos Baghdatis,R,178.0,CYP,25.544,20.0,1785.0,K540,,,Lukasz Kubot,R,191.0,POL,28.632,70.0,695.0,6-2 6-2,3,R16,65.0,5.0,1.0,47.0,26.0,19.0,12.0,8.0,3.0,4.0,0.0,4.0,49.0,26.0,13.0,8.0,8.0,4.0,9.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,22.0,G725,,,Santiago Giraldo,R,188.0,COL,23.099,64.0,785.0,B896,,,Benjamin Becker,R,178.0,GER,29.547,53.0,877.0,6-3 6-4,3,R16,78.0,2.0,0.0,73.0,52.0,36.0,13.0,10.0,6.0,6.0,7.0,0.0,43.0,26.0,21.0,10.0,9.0,0.0,2.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,21.0,A678,,,Kevin Anderson,R,203.0,RSA,24.627,61.0,813.0,L397,6.0,,Feliciano Lopez,L,188.0,ESP,29.284,32.0,1300.0,6-3 6-1,3,R16,56.0,15.0,1.0,38.0,27.0,24.0,8.0,8.0,0.0,0.0,6.0,0.0,53.0,38.0,22.0,6.0,8.0,5.0,9.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,20.0,MB02,7.0,,Florian Mayer,R,191.0,GER,27.244,37.0,1128.0,BE90,,Q,Ricardas Berankis,R,175.0,LTU,20.534,87.0,587.0,6-4 4-6 6-4,3,R16,131.0,4.0,1.0,83.0,52.0,33.0,15.0,15.0,3.0,9.0,6.0,6.0,109.0,56.0,38.0,20.0,15.0,15.0,22.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,19.0,S694,,,Radek Stepanek,R,185.0,CZE,32.099,62.0,795.0,F339,4.0,,Mardy Fish,R,188.0,USA,29.065,16.0,1991.0,6-3 6-1,3,R16,78.0,3.0,2.0,45.0,32.0,28.0,6.0,8.0,3.0,3.0,9.0,2.0,60.0,40.0,23.0,6.0,8.0,6.0,10.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,3.0,E690,,Q,Matthew Ebden,R,188.0,AUS,23.102,196.0,263.0,MH30,,WC,John Millman,R,183.0,AUS,21.552,204.0,243.0,4-6 6-2 6-4,3,R32,104.0,12.0,1.0,85.0,63.0,46.0,9.0,14.0,1.0,3.0,4.0,3.0,76.0,58.0,42.0,6.0,14.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,17.0,SA49,1.0,,Robin Soderling,R,193.0,SWE,26.385,5.0,5580.0,B678,,,Michael Berrer,L,193.0,GER,30.505,58.0,835.0,6-3 7-6(7),3,R16,96.0,9.0,1.0,74.0,51.0,40.0,13.0,11.0,2.0,2.0,8.0,1.0,68.0,43.0,32.0,14.0,10.0,2.0,3.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,4.0,I165,8.0,,Denis Istomin,R,185.0,UZB,24.32,40.0,1031.0,D776,,,Thiemo de Bakker,R,193.0,NED,22.286,43.0,975.0,7-6(5) 6-4,3,R32,93.0,6.0,1.0,63.0,43.0,33.0,16.0,11.0,2.0,2.0,10.0,1.0,72.0,43.0,31.0,17.0,11.0,2.0,3.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,5.0,F339,4.0,,Mardy Fish,R,188.0,USA,29.065,16.0,1991.0,ME82,,Q,Adrian Mannarino,L,180.0,FRA,22.511,83.0,600.0,6-1 6-4,3,R32,79.0,11.0,0.0,51.0,28.0,23.0,16.0,9.0,1.0,1.0,1.0,6.0,68.0,37.0,24.0,11.0,8.0,3.0,6.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,6.0,S694,,,Radek Stepanek,R,185.0,CZE,32.099,62.0,795.0,K839,,,Tobias Kamke,R,178.0,GER,24.619,67.0,724.0,5-7 6-1 6-4,3,R32,124.0,7.0,3.0,80.0,47.0,37.0,16.0,15.0,2.0,5.0,4.0,7.0,87.0,50.0,33.0,19.0,14.0,5.0,10.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,7.0,BE90,,Q,Ricardas Berankis,R,175.0,LTU,20.534,87.0,587.0,C487,,,Arnaud Clement,R,173.0,FRA,33.043,78.0,627.0,6-4 6-3,3,R32,86.0,8.0,2.0,55.0,30.0,24.0,13.0,9.0,1.0,2.0,6.0,3.0,64.0,37.0,26.0,11.0,10.0,5.0,9.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,8.0,MB02,7.0,,Florian Mayer,R,191.0,GER,27.244,37.0,1128.0,TA46,,WC,Bernard Tomic,R,196.0,AUS,18.198,208.0,239.0,6-2 6-2,3,R32,55.0,12.0,0.0,35.0,25.0,23.0,9.0,8.0,0.0,0.0,5.0,0.0,58.0,34.0,22.0,6.0,8.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,9.0,L397,6.0,,Feliciano Lopez,L,188.0,ESP,29.284,32.0,1300.0,P624,,,Philipp Petzschner,R,185.0,GER,26.776,57.0,839.0,6-4 7-6(11),3,R32,100.0,11.0,7.0,77.0,39.0,33.0,21.0,11.0,4.0,5.0,9.0,5.0,68.0,30.0,25.0,22.0,11.0,0.0,2.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,18.0,E690,,Q,Matthew Ebden,R,188.0,AUS,23.102,196.0,263.0,I165,8.0,,Denis Istomin,R,185.0,UZB,24.32,40.0,1031.0,6-4 6-4,3,R16,73.0,5.0,1.0,62.0,45.0,32.0,7.0,10.0,0.0,2.0,1.0,7.0,56.0,30.0,18.0,14.0,10.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,11.0,G725,,,Santiago Giraldo,R,188.0,COL,23.099,64.0,785.0,SD32,,,Gilles Simon,R,183.0,FRA,26.015,41.0,1005.0,6-2 6-3,3,R32,86.0,2.0,0.0,74.0,57.0,37.0,9.0,8.0,5.0,5.0,5.0,2.0,53.0,30.0,22.0,8.0,9.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,12.0,B896,,,Benjamin Becker,R,178.0,GER,29.547,53.0,877.0,V306,3.0,,Fernando Verdasco,L,188.0,ESP,27.132,9.0,3240.0,6-1 6-7(2) 6-3,3,R32,133.0,6.0,4.0,99.0,53.0,42.0,23.0,15.0,6.0,7.0,10.0,5.0,78.0,47.0,34.0,14.0,13.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,13.0,B837,5.0,,Marcos Baghdatis,R,178.0,CYP,25.544,20.0,1785.0,S963,,,Florent Serra,R,180.0,FRA,29.843,69.0,715.0,3-6 7-5 6-4,3,R32,142.0,13.0,2.0,91.0,46.0,35.0,22.0,15.0,3.0,6.0,7.0,2.0,103.0,62.0,44.0,19.0,16.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,14.0,K540,,,Lukasz Kubot,R,191.0,POL,28.632,70.0,695.0,BC72,,,Daniel Brands,R,196.0,GER,23.463,104.0,541.0,6-2 6-2,3,R32,70.0,7.0,1.0,51.0,31.0,24.0,13.0,8.0,6.0,6.0,6.0,4.0,45.0,29.0,16.0,7.0,8.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,15.0,D801,,,Alexandr Dolgopolov,R,180.0,UKR,22.152,48.0,940.0,A511,,,Igor Andreev,R,185.0,RUS,27.472,79.0,622.0,6-4 6-2,3,R32,67.0,7.0,3.0,55.0,29.0,26.0,14.0,9.0,1.0,1.0,2.0,1.0,55.0,34.0,22.0,9.0,9.0,5.0,8.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,16.0,R485,2.0,,Andy Roddick,R,188.0,USA,28.342,8.0,3665.0,ME05,,WC,Marinko Matosevic,R,193.0,AUS,25.402,138.0,398.0,6-3 6-2,3,R32,73.0,5.0,1.0,47.0,29.0,23.0,13.0,9.0,3.0,4.0,2.0,0.0,48.0,22.0,12.0,12.0,8.0,2.0,6.0,2011.csv,False,False,False,False,True
2011-339,Brisbane,Hard,32.0,250,O,2011-01-02,10.0,A678,,,Kevin Anderson,R,203.0,RSA,24.627,61.0,813.0,L515,,LL,Peter Luczak,R,183.0,AUS,31.34,137.0,400.0,6-4 6-4,3,R32,72.0,18.0,0.0,44.0,33.0,31.0,9.0,10.0,0.0,0.0,4.0,2.0,58.0,41.0,28.0,10.0,10.0,1.0,3.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,15.0,F444,,,Alejandro Falla,L,185.0,COL,27.138,105.0,540.0,MA49,,,Rui Machado,R,178.0,POR,26.732,93.0,573.0,7-5 6-3,3,R32,100.0,3.0,3.0,64.0,38.0,25.0,15.0,10.0,4.0,6.0,1.0,4.0,70.0,41.0,26.0,11.0,11.0,2.0,7.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,14.0,K596,,Q,Alexander Kudryavtsev,R,183.0,RUS,25.188,159.0,336.0,BF55,,WC,Yuki Bhambri,R,185.0,IND,18.5,505.0,60.0,6-2 6-1,3,R32,50.0,4.0,1.0,36.0,17.0,16.0,10.0,7.0,0.0,1.0,2.0,3.0,43.0,24.0,11.0,7.0,8.0,4.0,10.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,13.0,T742,6.0,,Janko Tipsarevic,R,180.0,SRB,26.533,49.0,935.0,SE66,,,Eduardo Schwank,R,183.0,ARG,24.698,74.0,655.0,6-3 6-4,3,R32,80.0,9.0,2.0,53.0,29.0,27.0,14.0,10.0,3.0,3.0,0.0,2.0,54.0,34.0,23.0,11.0,9.0,2.0,4.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,12.0,G628,4.0,,Richard Gasquet,R,183.0,FRA,24.545,30.0,1385.0,R613,,Q,Edouard Roger-Vasselin,R,185.0,FRA,27.099,124.0,456.0,6-1 6-3,3,R32,73.0,1.0,0.0,47.0,33.0,27.0,7.0,8.0,0.0,0.0,3.0,3.0,58.0,34.0,19.0,10.0,8.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,11.0,P436,,,Bjorn Phau,R,175.0,GER,31.25,102.0,551.0,BA98,,,Simone Bolelli,R,183.0,ITA,25.238,107.0,532.0,6-2 6-2,3,R32,74.0,2.0,1.0,42.0,24.0,21.0,10.0,8.0,1.0,2.0,1.0,0.0,57.0,40.0,21.0,6.0,8.0,4.0,9.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,6.0,GB88,,Q,David Goffin,R,180.0,BEL,20.074,228.0,210.0,D616,,,Somdev Devvarman,R,180.0,IND,25.886,108.0,526.0,6-2 6-4,3,R32,86.0,2.0,1.0,60.0,39.0,27.0,15.0,9.0,3.0,3.0,2.0,1.0,54.0,34.0,21.0,10.0,9.0,2.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,9.0,M680,7.0,,Xavier Malisse,R,185.0,BEL,30.459,60.0,816.0,K771,,,Marsel Ilhan,R,191.0,TUR,23.565,90.0,574.0,6-3 6-1,3,R32,71.0,4.0,0.0,38.0,19.0,15.0,12.0,8.0,0.0,2.0,2.0,4.0,61.0,34.0,18.0,9.0,8.0,8.0,14.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,7.0,SE73,,Q,Yuichi Sugita,R,175.0,JPN,22.292,180.0,295.0,BA65,,,Dustin Brown,R,196.0,JAM,26.07,92.0,573.0,6-4 2-6 6-2,3,R32,89.0,2.0,2.0,71.0,48.0,36.0,10.0,13.0,1.0,4.0,13.0,3.0,81.0,35.0,23.0,25.0,13.0,6.0,10.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,5.0,W367,3.0,,Stan Wawrinka,R,183.0,SUI,25.769,21.0,1755.0,B757,,WC,Rohan Bopanna,R,193.0,IND,30.834,626.0,32.0,6-4 6-4,3,R32,67.0,8.0,5.0,56.0,35.0,28.0,13.0,10.0,2.0,2.0,7.0,3.0,60.0,32.0,24.0,13.0,10.0,3.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,4.0,K834,,,Blaz Kavcic,R,188.0,SLO,23.833,112.0,516.0,CA12,5.0,,Jeremy Chardy,R,188.0,FRA,23.89,45.0,960.0,6-3 6-2,3,R32,70.0,1.0,0.0,45.0,34.0,20.0,9.0,8.0,2.0,4.0,3.0,2.0,53.0,30.0,14.0,9.0,9.0,2.0,8.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,16.0,N552,,,Kei Nishikori,R,178.0,JPN,21.013,98.0,554.0,C977,2.0,,Marin Cilic,R,198.0,CRO,22.264,14.0,2300.0,4-6 7-6(0) 6-2,3,R32,154.0,1.0,2.0,106.0,66.0,51.0,22.0,15.0,10.0,11.0,5.0,4.0,92.0,49.0,37.0,23.0,15.0,3.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,10.0,R612,,,Stephane Robert,R,185.0,FRA,30.631,122.0,460.0,H804,,,Andreas Haider-Maurer,R,191.0,AUT,23.786,119.0,476.0,6-4 6-4,3,R32,71.0,0.0,0.0,54.0,26.0,20.0,20.0,10.0,3.0,4.0,2.0,7.0,54.0,20.0,16.0,17.0,10.0,1.0,4.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,17.0,BA47,1.0,,Tomas Berdych,R,196.0,CZE,25.295,6.0,3955.0,D646,,,Ivan Dodig,R,183.0,CRO,26.001,88.0,586.0,6-2 6-4,3,R16,87.0,1.0,1.0,49.0,31.0,23.0,11.0,9.0,1.0,2.0,6.0,4.0,57.0,30.0,17.0,12.0,9.0,3.0,7.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,25.0,BA47,1.0,,Tomas Berdych,R,196.0,CZE,25.295,6.0,3955.0,K834,,,Blaz Kavcic,R,188.0,SLO,23.833,112.0,516.0,6-3 6-3,3,QF,85.0,3.0,1.0,59.0,41.0,28.0,6.0,9.0,4.0,6.0,2.0,9.0,56.0,34.0,22.0,5.0,9.0,4.0,9.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,19.0,W367,3.0,,Stan Wawrinka,R,183.0,SUI,25.769,21.0,1755.0,GB88,,Q,David Goffin,R,180.0,BEL,20.074,228.0,210.0,7-6(3) 7-6(3),3,R16,116.0,7.0,2.0,86.0,50.0,35.0,21.0,12.0,4.0,6.0,5.0,3.0,91.0,64.0,41.0,15.0,12.0,5.0,7.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,20.0,H756,8.0,,Robin Haase,R,191.0,NED,23.745,65.0,778.0,SE73,,Q,Yuichi Sugita,R,175.0,JPN,22.292,180.0,295.0,4-6 6-3 6-4,3,R16,114.0,10.0,2.0,91.0,56.0,38.0,20.0,15.0,5.0,8.0,2.0,2.0,82.0,47.0,35.0,14.0,14.0,2.0,6.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,21.0,M680,7.0,,Xavier Malisse,R,185.0,BEL,30.459,60.0,816.0,R612,,,Stephane Robert,R,185.0,FRA,30.631,122.0,460.0,6-2 6-2,3,R16,58.0,3.0,1.0,43.0,26.0,24.0,10.0,8.0,0.0,0.0,0.0,3.0,45.0,25.0,18.0,6.0,8.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,22.0,P436,,,Bjorn Phau,R,175.0,GER,31.25,102.0,551.0,G628,4.0,,Richard Gasquet,R,183.0,FRA,24.545,30.0,1385.0,1-6 7-6(5) 7-6(4),3,R16,151.0,4.0,3.0,104.0,63.0,41.0,19.0,15.0,8.0,14.0,8.0,6.0,111.0,71.0,51.0,15.0,16.0,2.0,6.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,23.0,T742,6.0,,Janko Tipsarevic,R,180.0,SRB,26.533,49.0,935.0,K596,,Q,Alexander Kudryavtsev,R,183.0,RUS,25.188,159.0,336.0,6-2 7-6(3),3,R16,82.0,7.0,0.0,56.0,31.0,27.0,19.0,10.0,0.0,0.0,5.0,0.0,73.0,47.0,33.0,11.0,10.0,3.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,24.0,N552,,,Kei Nishikori,R,178.0,JPN,21.013,98.0,554.0,F444,,,Alejandro Falla,L,185.0,COL,27.138,105.0,540.0,4-6 6-3 6-2,3,R16,129.0,4.0,5.0,82.0,53.0,34.0,17.0,14.0,4.0,8.0,1.0,5.0,100.0,68.0,38.0,14.0,13.0,14.0,20.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,3.0,K448,,,Robert Kendrick,R,191.0,USA,31.135,115.0,486.0,G512,,,Denis Gremelmayr,L,183.0,GER,29.383,121.0,469.0,7-6(1) 6-4,3,R32,78.0,12.0,6.0,72.0,50.0,38.0,12.0,11.0,1.0,2.0,5.0,0.0,69.0,46.0,29.0,14.0,11.0,4.0,6.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,26.0,W367,3.0,,Stan Wawrinka,R,183.0,SUI,25.769,21.0,1755.0,H756,8.0,,Robin Haase,R,191.0,NED,23.745,65.0,778.0,3-6 6-3 6-3,3,QF,115.0,7.0,1.0,82.0,56.0,40.0,14.0,14.0,4.0,6.0,4.0,2.0,95.0,59.0,38.0,18.0,13.0,11.0,14.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,27.0,M680,7.0,,Xavier Malisse,R,185.0,BEL,30.459,60.0,816.0,P436,,,Bjorn Phau,R,175.0,GER,31.25,102.0,551.0,6-0 6-2,3,QF,72.0,5.0,0.0,53.0,33.0,25.0,12.0,7.0,7.0,7.0,0.0,4.0,50.0,32.0,17.0,4.0,7.0,1.0,6.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,28.0,T742,6.0,,Janko Tipsarevic,R,180.0,SRB,26.533,49.0,935.0,N552,,,Kei Nishikori,R,178.0,JPN,21.013,98.0,554.0,6-4 6-4,3,QF,103.0,5.0,0.0,63.0,45.0,29.0,15.0,10.0,4.0,5.0,1.0,1.0,68.0,45.0,26.0,14.0,10.0,3.0,6.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,29.0,W367,3.0,,Stan Wawrinka,R,183.0,SUI,25.769,21.0,1755.0,BA47,1.0,,Tomas Berdych,R,196.0,CZE,25.295,6.0,3955.0,6-4 6-1,3,SF,76.0,7.0,1.0,50.0,33.0,22.0,12.0,8.0,1.0,1.0,4.0,2.0,51.0,34.0,22.0,7.0,9.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,30.0,M680,7.0,,Xavier Malisse,R,185.0,BEL,30.459,60.0,816.0,T742,6.0,,Janko Tipsarevic,R,180.0,SRB,26.533,49.0,935.0,3-6 6-3 6-2,3,SF,98.0,8.0,0.0,63.0,42.0,36.0,11.0,13.0,0.0,2.0,11.0,1.0,77.0,49.0,39.0,9.0,13.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,31.0,W367,3.0,,Stan Wawrinka,R,183.0,SUI,25.769,21.0,1755.0,M680,7.0,,Xavier Malisse,R,185.0,BEL,30.459,60.0,816.0,7-5 4-6 6-1,3,F,134.0,5.0,0.0,90.0,54.0,40.0,22.0,15.0,3.0,5.0,1.0,2.0,83.0,44.0,32.0,21.0,14.0,4.0,8.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,18.0,K834,,,Blaz Kavcic,R,188.0,SLO,23.833,112.0,516.0,K448,,,Robert Kendrick,R,191.0,USA,31.135,115.0,486.0,6-2 6-2,3,R16,57.0,4.0,2.0,43.0,31.0,27.0,6.0,8.0,0.0,0.0,4.0,1.0,44.0,23.0,12.0,10.0,8.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,2.0,D646,,,Ivan Dodig,R,183.0,CRO,26.001,88.0,586.0,D339,,,Marcos Daniel,R,180.0,BRA,32.501,96.0,564.0,6-2 6-2,3,R32,70.0,1.0,1.0,44.0,26.0,21.0,12.0,8.0,0.0,0.0,0.0,3.0,48.0,24.0,15.0,9.0,8.0,1.0,5.0,2011.csv,False,False,False,False,True
2011-891,Chennai,Hard,32.0,250,O,2011-01-03,8.0,H756,8.0,,Robin Haase,R,191.0,NED,23.745,65.0,778.0,D499,,,Frank Dancevic,R,185.0,CAN,26.27,269.0,172.0,6-7(6) 6-4 6-4,3,R32,145.0,7.0,3.0,109.0,68.0,47.0,26.0,16.0,6.0,8.0,14.0,2.0,120.0,70.0,47.0,26.0,16.0,6.0,10.0,2011.csv,False,False,False,False,True
2011-451,Doha,Hard,32.0,250,O,2011-01-03,31.0,F324,2.0,,Roger Federer,R,185.0,SUI,29.405,2.0,9145.0,D402,4.0,,Nikolay Davydenko,R,178.0,RUS,29.588,22.0,1655.0,6-3 6-4,3,F,80.0,5.0,1.0,51.0,34.0,27.0,13.0,10.0,0.0,0.0,5.0,2.0,61.0,35.0,28.0,8.0,9.0,6.0,8.0,2011.csv,False,False,False,False,True
2011-451,Doha,Hard,32.0,250,O,2011-01-03,1.0,N409,1.0,,Rafael Nadal,L,185.0,ESP,24.586,1.0,12450.0,B804,,,Karol Beck,R,180.0,SVK,28.753,103.0,549.0,6-3 6-0,3,R32,70.0,1.0,2.0,47.0,33.0,26.0,7.0,8.0,4.0,5.0,4.0,4.0,53.0,30.0,16.0,6.0,7.0,9.0,14.0,2011.csv,False,False,False,False,True
