tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,source_file,retired,defaulted,winner_unranked,loser_unranked,has_serve_stats
2011-1049,Auckland,Hard,32,I,,2011-01-03,15,201435.0,,WC,Kateryna Bondarenko,R,175.0,UKR,24.406,99.0,677.0,200617.0,6.0,,Kimiko Date Krumm,R,163.0,JPN,40.266,51.0,1180.0,6-4 6-3,3,R32,,3.0,7.0,80.0,51.0,32.0,14.0,,5.0,7.0,0.0,5.0,48.0,26.0,16.0,9.0,,4.0,8.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,2,201586.0,,Q,Heather Watson,R,170.0,GBR,18.626,176.0,335.0,201598.0,,Q,Noppawan Lertcheewakarn,R,167.0,THA,19.127,187.0,317.0,6-1 6-1,3,R32,,2.0,0.0,41.0,31.0,22.0,7.0,,0.0,0.0,2.0,7.0,50.0,31.0,17.0,5.0,,5.0,10.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,3,201397.0,,,Shuai Peng,R,173.0,CHN,24.986,72.0,872.0,201596.0,,,Johanna Larsson,R,174.0,SWE,22.38,69.0,899.0,6-1 6-3,3,R32,,1.0,0.0,50.0,38.0,25.0,6.0,,2.0,4.0,1.0,1.0,49.0,27.0,11.0,10.0,,3.0,9.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,4,201320.0,3.0,,Svetlana Kuznetsova,R,174.0,RUS,25.52,27.0,2221.0,201678.0,,WC,Sacha Jones,R,,AUS,20.154,253.0,212.0,6-4 6-2,3,R32,,1.0,3.0,67.0,38.0,24.0,16.0,,7.0,9.0,0.0,10.0,60.0,33.0,22.0,6.0,,3.0,8.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,5,201455.0,7.0,,Elena Vesnina,R,176.0,RUS,24.425,52.0,1140.0,201523.0,,WC,Marina Erakovic,R,174.0,NZL,22.829,333.0,135.0,6-2 6-2,3,R32,,3.0,4.0,54.0,36.0,26.0,10.0,,4.0,5.0,6.0,3.0,53.0,36.0,19.0,6.0,,9.0,13.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,7,201513.0,,Q,Sabine Lisicki,R,178.0,GER,21.282,175.0,335.0,202413.0,,Q,Florencia Molinero,R,170.0,ARG,22.098,185.0,318.0,6-1 6-3,3,R32,,10.0,1.0,44.0,24.0,21.0,13.0,,2.0,2.0,0.0,1.0,58.0,44.0,22.0,6.0,,5.0,9.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,8,201518.0,2.0,,Yanina Wickmayer,R,182.0,BEL,21.205,23.0,2450.0,201336.0,,,Dinara Safina,R,185.0,RUS,24.688,63.0,986.0,6-3 6-7(2) 6-1,3,R32,,4.0,2.0,91.0,67.0,48.0,11.0,,2.0,5.0,2.0,4.0,95.0,67.0,36.0,15.0,,4.0,10.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,9,201339.0,,,Renata Voracova,R,,CZE,27.245,81.0,804.0,201452.0,,,Lourdes Dominguez Lino,R,163.0,ESP,29.761,85.0,772.0,4-6 7-6(8) 6-0,3,R32,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,10,201086.0,,,Greta Arn,R,180.0,HUN,31.727,88.0,755.0,201334.0,,,Zuzana Ondraskova,R,174.0,CZE,30.67,83.0,778.0,6-1 6-0,3,R32,,3.0,1.0,39.0,23.0,16.0,9.0,,0.0,1.0,0.0,2.0,41.0,25.0,8.0,5.0,,1.0,7.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,11,201387.0,8.0,,Sofia Arvidsson,R,176.0,SWE,26.881,53.0,1137.0,201481.0,,,Tamira Paszek,R,165.0,AUT,20.077,89.0,733.0,6-3 6-1,3,R32,,8.0,0.0,43.0,32.0,22.0,8.0,,0.0,1.0,2.0,3.0,81.0,48.0,20.0,19.0,,16.0,21.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,12,201504.0,4.0,,Julia Goerges,R,180.0,GER,22.169,40.0,1525.0,201286.0,,,Anabel Medina Garrigues,R,169.0,ESP,28.428,71.0,890.0,6-4 6-0,3,R32,,7.0,0.0,42.0,23.0,22.0,11.0,,0.0,0.0,1.0,1.0,57.0,44.0,26.0,4.0,,3.0,7.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,13,201427.0,,,Alize Cornet,R,173.0,FRA,20.948,79.0,815.0,201484.0,,,Sandra Zahlavova,U,,CZE,25.233,95.0,701.0,3-6 7-5 6-0,3,R32,,10.0,6.0,107.0,58.0,38.0,22.0,,11.0,16.0,0.0,3.0,107.0,76.0,45.0,8.0,,8.0,15.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,14,201303.0,,,Anne Keothavong,R,175.0,GBR,27.3,121.0,567.0,201365.0,,,Edina Gallovits Hall,R,165.0,ROU,26.065,77.0,838.0,6-7(4) 6-4 6-0,3,R32,,4.0,3.0,102.0,62.0,44.0,17.0,,5.0,8.0,1.0,6.0,103.0,64.0,30.0,20.0,,7.0,14.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,16,201521.0,9.0,,Carla Suarez Navarro,R,162.0,ESP,22.333,57.0,1050.0,201472.0,,,Romina Oprandi,R,172.0,SUI,24.767,66.0,917.0,6-3 7-6(7),3,R32,,3.0,2.0,81.0,57.0,38.0,10.0,,5.0,7.0,0.0,2.0,80.0,48.0,27.0,17.0,,6.0,10.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,1,201345.0,1.0,,Maria Sharapova,R,188.0,RUS,23.71,18.0,2591.0,201462.0,,LL,Alberta Brianti,R,165.0,ITA,30.747,91.0,730.0,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,17,201345.0,1.0,,Maria Sharapova,R,188.0,RUS,23.71,18.0,2591.0,201339.0,,,Renata Voracova,R,,CZE,27.245,81.0,804.0,6-3 7-5,3,R16,,3.0,9.0,64.0,42.0,26.0,7.0,,7.0,12.0,1.0,6.0,70.0,43.0,16.0,12.0,,3.0,11.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,19,201504.0,4.0,,Julia Goerges,R,180.0,GER,22.169,40.0,1525.0,201427.0,,,Alize Cornet,R,173.0,FRA,20.948,79.0,815.0,6-2 6-4,3,R16,,1.0,1.0,52.0,36.0,28.0,7.0,,1.0,2.0,3.0,3.0,49.0,28.0,15.0,12.0,,6.0,10.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,20,201435.0,,WC,Kateryna Bondarenko,R,175.0,UKR,24.406,99.0,677.0,201303.0,,,Anne Keothavong,R,175.0,GBR,27.3,121.0,567.0,7-5 6-3,3,R16,,2.0,3.0,66.0,42.0,27.0,11.0,,3.0,6.0,0.0,3.0,69.0,47.0,27.0,8.0,,8.0,13.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,21,201586.0,,Q,Heather Watson,R,170.0,GBR,18.626,176.0,335.0,201521.0,9.0,,Carla Suarez Navarro,R,162.0,ESP,22.333,57.0,1050.0,7-6(5) 6-1,3,R16,,0.0,0.0,54.0,39.0,24.0,7.0,,1.0,4.0,0.0,2.0,89.0,58.0,31.0,12.0,,12.0,18.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,22,201397.0,,,Shuai Peng,R,173.0,CHN,24.986,72.0,872.0,201320.0,3.0,,Svetlana Kuznetsova,R,174.0,RUS,25.52,27.0,2221.0,2-6 6-4 6-4,3,R16,,2.0,1.0,90.0,72.0,48.0,4.0,,5.0,10.0,5.0,3.0,100.0,56.0,42.0,15.0,,10.0,15.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,23,201594.0,,,Simona Halep,R,168.0,ROU,19.269,84.0,775.0,201455.0,7.0,,Elena Vesnina,R,176.0,RUS,24.425,52.0,1140.0,2-6 6-4 4-0 RET,3,R16,,1.0,6.0,70.0,46.0,27.0,12.0,,2.0,6.0,3.0,2.0,61.0,41.0,27.0,4.0,,1.0,6.0,2011_wta.csv,True,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,24,201518.0,2.0,,Yanina Wickmayer,R,182.0,BEL,21.205,23.0,2450.0,201513.0,,Q,Sabine Lisicki,R,178.0,GER,21.282,175.0,335.0,6-2 3-6 6-2,3,R16,,2.0,5.0,79.0,54.0,36.0,17.0,,4.0,6.0,6.0,5.0,86.0,44.0,31.0,18.0,,5.0,9.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,25,201086.0,,,Greta Arn,R,180.0,HUN,31.727,88.0,755.0,201345.0,1.0,,Maria Sharapova,R,188.0,RUS,23.71,18.0,2591.0,6-2 7-5,3,QF,,1.0,3.0,56.0,32.0,21.0,16.0,,1.0,3.0,1.0,4.0,62.0,38.0,26.0,6.0,,4.0,9.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,26,201504.0,4.0,,Julia Goerges,R,180.0,GER,22.169,40.0,1525.0,201435.0,,WC,Kateryna Bondarenko,R,175.0,UKR,24.406,99.0,677.0,5-7 6-2 6-2,3,QF,,3.0,2.0,69.0,48.0,40.0,11.0,,1.0,3.0,3.0,5.0,81.0,41.0,27.0,20.0,,6.0,11.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,27,201397.0,,,Shuai Peng,R,173.0,CHN,24.986,72.0,872.0,201586.0,,Q,Heather Watson,R,170.0,GBR,18.626,176.0,335.0,6-4 7-5,3,QF,,2.0,2.0,81.0,58.0,35.0,11.0,,12.0,16.0,4.0,4.0,93.0,56.0,32.0,15.0,,12.0,18.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,28,201518.0,2.0,,Yanina Wickmayer,R,182.0,BEL,21.205,23.0,2450.0,201594.0,,,Simona Halep,R,168.0,ROU,19.269,84.0,775.0,6-0 6-2,3,QF,,0.0,4.0,50.0,33.0,22.0,8.0,,8.0,9.0,1.0,6.0,46.0,31.0,12.0,4.0,,2.0,8.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,29,201086.0,,,Greta Arn,R,180.0,HUN,31.727,88.0,755.0,201504.0,4.0,,Julia Goerges,R,180.0,GER,22.169,40.0,1525.0,7-6(3) 6-3,3,SF,,8.0,2.0,67.0,32.0,23.0,21.0,,4.0,6.0,7.0,2.0,58.0,34.0,23.0,11.0,,0.0,3.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,30,201518.0,2.0,,Yanina Wickmayer,R,182.0,BEL,21.205,23.0,2450.0,201397.0,,,Shuai Peng,R,173.0,CHN,24.986,72.0,872.0,3-6 7-6(3) 7-5,3,SF,,4.0,9.0,119.0,76.0,52.0,15.0,,11.0,17.0,3.0,2.0,120.0,87.0,50.0,15.0,,7.0,13.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,31,201086.0,,,Greta Arn,R,180.0,HUN,31.727,88.0,755.0,201518.0,2.0,,Yanina Wickmayer,R,182.0,BEL,21.205,23.0,2450.0,6-3 6-3,3,F,,4.0,4.0,66.0,40.0,30.0,14.0,,2.0,2.0,1.0,3.0,58.0,42.0,24.0,9.0,,3.0,6.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,18,201086.0,,,Greta Arn,R,180.0,HUN,31.727,88.0,755.0,201387.0,8.0,,Sofia Arvidsson,R,176.0,SWE,26.881,53.0,1137.0,4-6 7-5 7-5,3,R16,,5.0,3.0,122.0,78.0,47.0,23.0,,11.0,16.0,1.0,1.0,99.0,72.0,43.0,14.0,,4.0,10.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,31,201520.0,,,Petra Kvitova,L,183.0,CZE,20.825,34.0,1748.0,201492.0,,,Andrea Petkovic,R,180.0,GER,23.319,32.0,1820.0,6-1 6-3,3,F,,1.0,3.0,55.0,29.0,20.0,15.0,,4.0,5.0,2.0,5.0,43.0,27.0,12.0,5.0,,1.0,6.0,2011_wta.csv,False,False,False,False,False
2011-1049,Auckland,Hard,32,I,,2011-01-03,6,201594.0,,,Simona Halep,R,168.0,ROU,19.269,84.0,775.0,201503.0,,,Ayumi Morita,R,163.0,JPN,20.816,73.0,863.0,6-0 7-6(3),3,R32,,5.0,3.0,57.0,29.0,20.0,15.0,,2.0,4.0,0.0,1.0,68.0,41.0,21.0,11.0,,3.0,8.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,29,201492.0,,,Andrea Petkovic,R,180.0,GER,23.319,32.0,1820.0,201294.0,4.0,,Marion Bartoli,R,170.0,FRA,26.254,16.0,2645.0,6-4 6-2,3,SF,,2.0,1.0,46.0,28.0,18.0,10.0,,1.0,4.0,1.0,4.0,59.0,44.0,21.0,5.0,,6.0,12.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,1,201325.0,1.0,,Samantha Stosur,R,172.0,AUS,26.763,6.0,4982.0,201556.0,,Q,Lucie Hradecka,R,177.0,CZE,25.621,110.0,636.0,7-6(1) 6-1,3,R32,,8.0,2.0,56.0,27.0,23.0,14.0,,2.0,4.0,7.0,2.0,71.0,34.0,21.0,15.0,,4.0,9.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,2,201495.0,,,Dominika Cibulkova,R,161.0,SVK,21.662,31.0,1905.0,201506.0,,,Sara Errani,R,164.0,ITA,23.683,43.0,1460.0,6-3 6-0,3,R32,,4.0,3.0,42.0,25.0,22.0,5.0,,1.0,3.0,2.0,2.0,41.0,22.0,9.0,5.0,,2.0,8.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,3,201584.0,,LL,Ksenia Pervak,L,170.0,KAZ,19.606,97.0,691.0,201403.0,,,Anna Chakvetadze,R,172.0,RUS,23.833,56.0,1058.0,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,4,201520.0,,,Petra Kvitova,L,183.0,CZE,20.825,34.0,1748.0,200069.0,3.0,,Nadia Petrova,R,178.0,RUS,28.573,15.0,2702.0,7-6(3) 6-3,3,R32,,2.0,5.0,69.0,40.0,34.0,14.0,,0.0,1.0,5.0,4.0,75.0,48.0,33.0,11.0,,4.0,6.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,5,201499.0,5.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,19.505,21.0,2525.0,201485.0,,,Alla Kudryavtseva,R,178.0,RUS,23.168,60.0,1006.0,6-2 6-7(5) 6-3,3,R32,,6.0,12.0,90.0,44.0,37.0,22.0,,1.0,4.0,2.0,3.0,83.0,46.0,27.0,19.0,,2.0,8.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,6,201587.0,,,Bojana Jovanovski,R,175.0,SRB,19.009,76.0,839.0,201370.0,,,Anastasia Rodionova,R,167.0,AUS,28.647,64.0,975.0,2-6 6-2 6-3,3,R32,,3.0,2.0,94.0,56.0,35.0,19.0,,6.0,9.0,1.0,5.0,97.0,60.0,40.0,14.0,,6.0,11.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,7,201425.0,,,Lucie Safarova,L,177.0,CZE,23.913,33.0,1780.0,201454.0,,,Akgul Amanmuradova,R,190.0,UZB,26.53,70.0,893.0,6-3 3-6 6-2,3,R32,,6.0,7.0,85.0,51.0,38.0,15.0,,4.0,7.0,3.0,2.0,72.0,50.0,32.0,11.0,,1.0,6.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,8,201424.0,2.0,,Shahar Peer,R,170.0,ISR,23.677,13.0,3365.0,201388.0,,WC,Sophie Ferguson,R,177.0,AUS,24.794,122.0,565.0,6-4 6-2,3,R32,,2.0,3.0,67.0,43.0,29.0,10.0,,3.0,5.0,0.0,5.0,58.0,34.0,20.0,9.0,,2.0,7.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,9,201457.0,,,Jarmila Gajdosova,R,174.0,AUS,23.691,42.0,1492.0,201367.0,,,Arantxa Parra Santonja,R,176.0,ESP,28.151,65.0,972.0,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,30,201520.0,,,Petra Kvitova,L,183.0,CZE,20.825,34.0,1748.0,201499.0,5.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,19.505,21.0,2525.0,6-4 4-6 6-2,3,SF,,3.0,2.0,83.0,55.0,35.0,15.0,,7.0,11.0,4.0,5.0,84.0,52.0,29.0,16.0,,3.0,9.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,11,201492.0,,,Andrea Petkovic,R,180.0,GER,23.319,32.0,1820.0,201567.0,8.0,,Alexandra Dulgheru,R,172.0,ROU,21.597,29.0,2000.0,6-3 6-0,3,R32,,2.0,0.0,41.0,26.0,22.0,11.0,,0.0,0.0,0.0,2.0,54.0,33.0,21.0,5.0,,8.0,12.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,12,201294.0,4.0,,Marion Bartoli,R,170.0,FRA,26.254,16.0,2645.0,201447.0,,Q,Vania King,R,165.0,USA,21.838,86.0,765.0,6-1 6-2,3,R32,,7.0,2.0,36.0,24.0,20.0,6.0,,1.0,2.0,0.0,1.0,46.0,32.0,12.0,4.0,,3.0,9.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,13,201331.0,,,Iveta Benesova,L,170.0,CZE,27.921,59.0,1015.0,201555.0,,,Polona Hercog,R,182.0,SLO,19.954,47.0,1275.0,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,14,201366.0,,,Barbora Strycova,R,164.0,CZE,24.77,67.0,910.0,201588.0,,Q,Anna Tatishvili,R,171.0,GEO,20.915,134.0,502.0,7-5 6-2,3,R32,,5.0,1.0,56.0,31.0,26.0,15.0,,1.0,1.0,0.0,3.0,63.0,46.0,27.0,10.0,,5.0,8.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,15,201607.0,,WC,Sally Peers,R,162.0,AUS,19.592,154.0,378.0,201515.0,7.0,,Alisa Kleybanova,R,181.0,RUS,21.471,25.0,2250.0,3-6 6-4 6-3,3,R32,,4.0,6.0,88.0,57.0,34.0,14.0,,4.0,9.0,10.0,6.0,97.0,46.0,32.0,21.0,,5.0,11.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,10,200120.0,,WC,Jelena Dokic,R,175.0,AUS,27.73,138.0,485.0,201532.0,,Q,Anastasia Pivovarova,R,181.0,RUS,20.551,124.0,549.0,6-4 6-3,3,R32,,2.0,10.0,70.0,43.0,34.0,5.0,,5.0,8.0,0.0,11.0,60.0,27.0,13.0,13.0,,5.0,11.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,28,201499.0,5.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,19.505,21.0,2525.0,201425.0,,,Lucie Safarova,L,177.0,CZE,23.913,33.0,1780.0,6-2 6-7(4) 6-3,3,QF,,11.0,8.0,113.0,72.0,48.0,18.0,,7.0,11.0,2.0,6.0,122.0,77.0,46.0,17.0,,14.0,21.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,17,201457.0,,,Jarmila Gajdosova,R,174.0,AUS,23.691,42.0,1492.0,201325.0,1.0,,Samantha Stosur,R,172.0,AUS,26.763,6.0,4982.0,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,18,201492.0,,,Andrea Petkovic,R,180.0,GER,23.319,32.0,1820.0,200120.0,,WC,Jelena Dokic,R,175.0,AUS,27.73,138.0,485.0,6-0 6-1,3,R16,,3.0,2.0,37.0,21.0,15.0,10.0,,0.0,1.0,1.0,6.0,32.0,19.0,6.0,2.0,,4.0,10.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,19,201294.0,4.0,,Marion Bartoli,R,170.0,FRA,26.254,16.0,2645.0,201331.0,,,Iveta Benesova,L,170.0,CZE,27.921,59.0,1015.0,6-1 3-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,20,201366.0,,,Barbora Strycova,R,164.0,CZE,24.77,67.0,910.0,201607.0,,WC,Sally Peers,R,162.0,AUS,19.592,154.0,378.0,6-4 6-1,3,R16,,1.0,1.0,44.0,28.0,17.0,11.0,,2.0,4.0,0.0,1.0,50.0,30.0,14.0,7.0,,0.0,6.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,21,201495.0,,,Dominika Cibulkova,R,161.0,SVK,21.662,31.0,1905.0,201311.0,,,Roberta Vinci,R,163.0,ITA,27.875,38.0,1590.0,6-2 7-5,3,R16,,2.0,3.0,59.0,34.0,23.0,13.0,,2.0,4.0,2.0,0.0,63.0,34.0,22.0,9.0,,2.0,7.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,22,201520.0,,,Petra Kvitova,L,183.0,CZE,20.825,34.0,1748.0,201584.0,,LL,Ksenia Pervak,L,170.0,KAZ,19.606,97.0,691.0,1-6 6-4 6-2,3,R16,,7.0,8.0,70.0,40.0,28.0,15.0,,0.0,4.0,1.0,4.0,67.0,32.0,19.0,21.0,,2.0,6.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,23,201499.0,5.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,19.505,21.0,2525.0,201587.0,,,Bojana Jovanovski,R,175.0,SRB,19.009,76.0,839.0,6-2 7-5,3,R16,,10.0,0.0,54.0,38.0,31.0,9.0,,2.0,3.0,2.0,0.0,60.0,37.0,18.0,14.0,,1.0,5.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,24,201425.0,,,Lucie Safarova,L,177.0,CZE,23.913,33.0,1780.0,201424.0,2.0,,Shahar Peer,R,170.0,ISR,23.677,13.0,3365.0,3-6 6-1 7-5,3,R16,,3.0,6.0,106.0,72.0,48.0,13.0,,8.0,12.0,2.0,5.0,106.0,71.0,45.0,9.0,,13.0,19.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,25,201492.0,,,Andrea Petkovic,R,180.0,GER,23.319,32.0,1820.0,201457.0,,,Jarmila Gajdosova,R,174.0,AUS,23.691,42.0,1492.0,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,26,201294.0,4.0,,Marion Bartoli,R,170.0,FRA,26.254,16.0,2645.0,201366.0,,,Barbora Strycova,R,164.0,CZE,24.77,67.0,910.0,6-2 6-1,3,QF,,0.0,3.0,57.0,33.0,20.0,14.0,,2.0,4.0,0.0,4.0,48.0,31.0,13.0,5.0,,8.0,14.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,27,201520.0,,,Petra Kvitova,L,183.0,CZE,20.825,34.0,1748.0,201495.0,,,Dominika Cibulkova,R,161.0,SVK,21.662,31.0,1905.0,6-0 6-4,3,QF,,3.0,0.0,46.0,31.0,24.0,9.0,,1.0,1.0,0.0,5.0,59.0,34.0,22.0,7.0,,6.0,10.0,2011_wta.csv,False,False,False,False,False
2011-800,Brisbane,Hard,32,I,,2011-01-03,16,201311.0,,,Roberta Vinci,R,163.0,ITA,27.875,38.0,1590.0,201539.0,,LL,Christina Mchale,R,170.0,USA,18.648,109.0,642.0,6-2 7-6(2),3,R32,,4.0,2.0,67.0,39.0,33.0,18.0,,4.0,4.0,2.0,1.0,62.0,40.0,27.0,13.0,,2.0,4.0,2011_wta.csv,False,False,False,False,False
2011-702,Sydney,Hard,30,P,,2011-01-10,10,201366.0,,Q,Barbora Strycova,R,164.0,CZE,24.789,68.0,950.0,200069.0,,,Nadia Petrova,R,178.0,RUS,28.592,15.0,2702.0,6-2 6-2,3,R32,,2.0,0.0,44.0,28.0,20.0,13.0,,0.0,1.0,4.0,2.0,51.0,27.0,13.0,10.0,,6.0,11.0,2011_wta.csv,False,False,False,False,False
2011-702,Sydney,Hard,30,P,,2011-01-10,11,201424.0,,,Shahar Peer,R,170.0,ISR,23.697,12.0,3355.0,201446.0,,LL,Sybille Bammer,L,174.0,AUT,30.706,70.0,904.0,6-3 5-7 6-1,3,R32,,1.0,4.0,96.0,65.0,42.0,15.0,,8.0,11.0,0.0,3.0,96.0,59.0,31.0,19.0,,10.0,16.0,2011_wta.csv,False,False,False,False,False
2011-702,Sydney,Hard,30,P,,2011-01-10,13,201419.0,8.0,,Na Li,R,172.0,CHN,28.871,11.0,3555.0,201370.0,,WC,Anastasia Rodionova,R,167.0,AUS,28.666,66.0,975.0,6-1 6-2,3,R32,,1.0,1.0,39.0,28.0,24.0,8.0,,0.0,0.0,0.0,1.0,44.0,26.0,13.0,8.0,,4.0,8.0,2011_wta.csv,False,False,False,False,False
2011-702,Sydney,Hard,30,P,,2011-01-10,9,200079.0,3.0,,Kim Clijsters,R,175.0,BEL,27.593,3.0,6355.0,201567.0,,,Alexandra Dulgheru,R,172.0,ROU,21.616,30.0,2000.0,6-1 6-2,3,R32,,2.0,1.0,38.0,33.0,29.0,3.0,,0.0,0.0,1.0,4.0,61.0,38.0,20.0,8.0,,4.0,8.0,2011_wta.csv,False,False,False,False,False
